股票代码,股票名称,当日股价,当日涨跌幅,操作策略,持有天数,持有期间总收益率,回测期间总收益率
sz.300575,中旗股份,6.61,-0.45,持有,16,-1.05,-54.21
sz.300578,会畅通讯,20.86,-2.39,观望,0,0.0,0.0
sz.300580,贝斯特,23.43,-1.31,观望,0,0.0,0.0
sz.300582,英飞特,12.61,0.08,持有,1,0.08,2.01
sz.300577,开润股份,20.13,-0.4,持有,44,-0.84,78.97
sz.300579,数字认证,33.5,1.67,观望,0,0.0,0.0
sz.300581,晨曦航空,20.97,2.04,观望,0,0.0,0.0
sz.300584,海辰药业,35.35,-2.19,持有,19,-8.23,89.6
sz.300583,赛托生物,16.87,-1.23,持有,16,0.0,43.18
sz.300585,奥联电子,15.4,-1.22,持有,6,1.52,8.39
sz.300586,美联新材,11.35,-2.16,观望,0,0.0,0.0
sz.300587,天铁科技,7.3,-3.69,持有,9,1.25,5.4
sz.300591,万里马,12.85,1.18,观望,0,0.0,0.0
sz.300588,熙菱信息,15.35,1.66,持有,9,3.51,108.15
sz.300589,江龙船艇,14.04,-2.9,持有,1,-2.9,17.07
sz.300590,移为通信,12.7,-0.47,观望,0,0.0,0.0
sz.300595,欧普康视,15.5,-0.26,观望,0,0.0,0.0
sz.300592,华凯易佰,11.3,-0.7,观望,0,0.0,0.0
sz.300593,新雷能,12.91,-0.54,观望,0,0.0,0.0
sz.300594,朗进科技,18.7,0.0,持有,127,5.17,-33.48
sz.300597,吉大通信,9.61,-0.21,观望,0,0.0,0.0
sz.300598,诚迈科技,41.59,-0.91,观望,0,0.0,0.0
sz.300596,利安隆,28.63,-0.8,观望,0,0.0,0.0
sz.300601,康泰生物,15.56,1.9,持有,1,1.9,1.57
sz.300600,ST瑞科,14.85,-4.69,观望,0,0.0,0.0
sz.300602,飞荣达,22.66,0.27,观望,0,0.0,0.0
sz.300599,雄塑科技,8.57,-2.06,持有,23,-0.46,31.37
sz.300604,长川科技,44.0,-2.22,观望,0,0.0,0.0
sz.300603,立昂技术,11.57,3.12,观望,0,0.0,0.0
sz.300605,恒锋信息,14.91,2.33,观望,0,0.0,0.0
sz.300606,金太阳,20.45,-3.99,观望,0,0.0,0.0
sz.300607,拓斯达,32.88,0.52,持有,44,-4.47,-13.17
sz.300608,思特奇,12.0,0.5,观望,0,0.0,0.0
sz.300609,汇纳科技,34.98,-4.69,观望,0,0.0,0.0
sz.300610,晨化股份,11.74,-1.1,观望,0,0.0,0.0
sz.300613,富瀚微,45.3,-0.98,持有,1,-0.98,35.46
sz.300612,宣亚国际,15.4,0.0,卖出,2,2.39,29.18
sz.300611,美力科技,22.39,0.54,观望,0,0.0,0.0
sz.300615,欣天科技,13.41,-0.52,持有,105,4.77,122.49
sz.300614,百川畅银,13.9,0.07,观望,0,0.0,0.0
sz.300616,尚品宅配,13.6,0.07,持有,41,6.67,68.18
sz.300618,寒锐钴业,35.11,-1.38,持有,1,-1.38,-0.68
sz.300620,光库科技,46.01,-1.35,卖出,2,3.25,72.6
sz.300617,安靠智电,30.93,-0.87,观望,0,0.0,0.0
sz.300619,金银河,25.87,-1.63,持有,7,-6.57,-44.9
sz.300621,维业股份,9.18,0.99,持有,44,6.99,34.49
sz.300624,万兴科技,67.46,3.5,观望,0,0.0,0.0
sz.300623,捷捷微电,29.09,-1.02,观望,0,0.0,0.0
sz.300622,博士眼镜,33.3,-0.92,观望,0,0.0,0.0
sz.300625,三雄极光,12.02,1.35,持有,203,-3.76,25.85
sz.300628,亿联网络,34.63,-0.83,观望,0,0.0,0.0
sz.300627,华测导航,34.43,0.64,持有,27,-22.0,10.25
sz.300626,华瑞股份,10.9,-0.46,持有,44,8.35,14.08
sz.300629,新劲刚,20.41,-1.83,持有,1,-1.83,54.07
sz.300634,彩讯股份,26.35,0.69,持有,2,2.13,19.38
sz.300631,久吾高科,24.39,-1.89,持有,21,3.79,35.47
sz.300635,中达安,12.03,0.5,持有,2,1.26,16.21
sz.300632,光莆股份,13.61,1.72,持有,2,4.77,32.44
sz.300633,开立医疗,28.52,0.42,持有,15,-4.74,-29.17
sz.300636,同和药业,7.95,-0.13,持有,19,6.43,-15.47
sz.300637,扬帆新材,11.79,-1.75,观望,0,0.0,0.0
sz.300639,凯普生物,6.0,0.0,观望,0,0.0,0.0
sz.300638,广和通,26.13,-2.39,观望,0,0.0,0.0
sz.300641,正丹股份,23.18,-0.22,观望,0,0.0,0.0
sz.300640,德艺文创,6.57,0.77,持有,16,1.23,-7.19
sz.300647,超频三,6.53,-0.31,持有,6,0.46,-48.94
sz.300643,万通智控,19.28,-2.13,持有,27,-14.84,-1.18
sz.300644,南京聚隆,26.62,-0.97,观望,0,0.0,0.0
sz.300645,正元智慧,21.14,-3.21,观望,0,0.0,0.0
sz.300642,透景生命,15.24,1.67,持有,106,3.46,26.84
sz.300648,星云股份,34.34,2.51,持有,23,-8.18,-14.6
sz.300650,太龙股份,15.15,-0.79,观望,0,0.0,0.0
sz.300649,杭州园林,22.01,3.24,观望,0,0.0,0.0
sz.300654,世纪天鸿,10.46,1.06,持有,2,2.35,-11.17
sz.300651,金陵体育,25.64,-2.44,持有,13,-7.0,-15.71
sz.300655,晶瑞电材,9.75,-2.3,观望,0,0.0,0.0
sz.300657,弘信电子,27.07,-2.97,观望,0,0.0,0.0
sz.300652,雷迪克,55.83,1.03,持有,48,-33.87,-16.57
sz.300653,正海生物,20.77,-0.38,持有,247,-12.29,-22.08
sz.300656,民德电子,26.79,-0.96,持有,36,3.92,8.58
sz.300658,延江股份,6.71,-1.03,观望,0,0.0,0.0
sz.300659,中孚信息,14.2,-0.56,观望,0,0.0,0.0
sz.300660,江苏雷利,43.5,1.19,观望,0,0.0,0.0
sz.300663,科蓝软件,20.59,-3.7,卖出,2,5.81,-45.71
sz.300664,鹏鹞环保,5.52,-1.08,观望,0,0.0,0.0
sz.300662,科锐国际,29.9,1.84,持有,57,-4.84,82.53
sz.300665,飞鹿股份,8.8,-3.19,观望,0,0.0,0.0
sz.300661,圣邦股份,69.72,-0.64,持有,21,-22.67,-7.39
sz.300666,江丰电子,73.23,-0.97,观望,0,0.0,0.0
sz.300667,必创科技,15.45,-1.15,观望,0,0.0,0.0
sz.300672,国科微,81.81,-1.2,持有,2,-1.79,50.73
sz.300671,富满微,31.41,-1.2,持有,2,-0.22,-38.71
sz.300670,大烨智能,7.9,-2.95,观望,0,0.0,0.0
sz.300674,宇信科技,29.32,-2.01,观望,0,0.0,0.0
sz.300668,杰恩设计,17.87,0.9,持有,266,-4.18,1.75
sz.300673,佩蒂股份,16.12,-0.31,持有,2,-0.25,7.96
sz.300669,沪宁股份,26.66,-0.15,持有,232,23.25,105.77
sz.300677,英科医疗,26.76,5.48,观望,0,0.0,0.0
sz.300675,建科院,15.83,2.86,持有,44,12.03,57.91
sz.300678,中科信息,33.05,-1.31,持有,23,0.61,17.08
sz.300676,华大基因,49.44,-0.18,观望,0,0.0,0.0
sz.300679,电连技术,43.3,-1.5,观望,0,0.0,0.0
sz.300680,隆盛科技,34.9,-0.85,持有,6,-3.8,-64.37
sz.300682,朗新集团,21.7,-4.41,持有,5,-1.14,-7.18
sz.300681,英搏尔,26.4,-0.86,观望,0,0.0,0.0
sz.300686,智动力,9.96,-0.9,观望,0,0.0,0.0
sz.300683,海特生物,26.73,0.26,持有,16,6.16,0.84
sz.300684,中石科技,25.43,-0.27,观望,0,0.0,0.0
sz.300688,创业黑马,33.46,-1.01,观望,0,0.0,0.0
sz.300685,艾德生物,22.4,-1.93,观望,0,0.0,0.0
sz.300687,赛意信息,26.78,1.98,观望,0,0.0,0.0
sz.300691,联合光电,18.54,0.11,持有,1,0.11,57.96
sz.300689,澄天伟业,41.59,-2.76,持有,16,-7.6,131.19
sz.300693,盛弘股份,30.31,-1.75,观望,0,0.0,0.0
sz.300690,双一科技,24.51,-0.45,观望,0,0.0,0.0
sz.300692,中环环保,6.41,0.79,买入,0,0.0,38.14
sz.300694,蠡湖股份,13.85,-1.42,持有,2,-1.28,-30.16
sz.300697,电工合金,14.63,-2.07,观望,0,0.0,0.0
sz.300696,爱乐达,20.93,-1.09,观望,0,0.0,0.0
sz.300695,兆丰股份,82.6,-2.5,观望,0,0.0,0.0
sz.300700,岱勒新材,12.43,-3.27,观望,0,0.0,0.0
sz.300699,光威复材,30.65,-1.1,持有,1,-1.1,19.56
sz.300701,森霸传感,10.39,-0.19,观望,0,0.0,0.0
sz.300698,万马科技,43.65,-2.11,持有,7,-0.95,68.65
sz.300705,九典制药,16.06,-0.5,观望,0,0.0,0.0
sz.300708,聚灿光电,12.28,0.24,观望,0,0.0,0.0
sz.300703,创源股份,23.26,4.21,持有,16,10.24,94.23
sz.300706,阿石创,23.39,-1.22,观望,0,0.0,0.0
sz.300709,精研科技,41.51,-1.59,观望,0,0.0,0.0
sz.300707,威唐工业,13.84,0.44,观望,0,0.0,0.0
sz.300702,天宇股份,24.59,-0.61,观望,0,0.0,0.0
sz.300711,广哈通信,22.17,-0.49,观望,0,0.0,0.0
sz.300712,永福股份,25.27,-2.05,观望,0,0.0,0.0
sz.300716,ST泉为,7.66,0.26,持有,16,16.77,34.42
sz.300710,万隆光电,19.69,0.1,持有,27,-3.76,35.44
sz.300713,英可瑞,19.05,0.0,观望,0,0.0,0.0
sz.300715,凯伦股份,9.85,-0.61,持有,54,-2.57,30.14
sz.300718,长盛轴承,68.0,0.89,观望,0,0.0,0.0
sz.300721,怡达股份,15.0,-0.79,观望,0,0.0,0.0
sz.300717,华信新材,18.4,-0.16,持有,252,20.26,43.43
sz.300720,海川智能,21.08,-0.57,持有,2,0.05,47.65
sz.300723,一品红,51.09,1.31,持有,16,-0.47,-27.98
sz.300719,安达维尔,18.21,-1.67,持有,1,-1.67,28.02
sz.300724,捷佳伟创,57.08,-0.44,观望,0,0.0,0.0
sz.300722,新余国科,35.14,0.34,观望,0,0.0,0.0
sz.300727,润禾材料,26.98,-1.28,观望,0,0.0,0.0
sz.300730,科创信息,14.69,-2.97,观望,0,0.0,0.0
sz.300726,宏达电子,34.38,-0.29,观望,0,0.0,0.0
sz.300725,药石科技,38.96,-0.15,观望,0,0.0,0.0
sz.300729,乐歌股份,14.46,-0.48,观望,0,0.0,0.0
sz.300731,科创新源,29.46,-1.37,观望,0,0.0,0.0
sz.300733,西菱动力,18.14,-1.41,卖出,50,5.71,-10.57
sz.300735,光弘科技,24.78,0.04,观望,0,0.0,0.0
sz.300737,科顺股份,5.2,-1.7,观望,0,0.0,0.0
sz.300732,设研院,7.52,1.35,持有,23,9.14,9.64
sz.300738,奥飞数据,20.88,-1.88,观望,0,0.0,0.0
sz.300736,百邦科技,10.71,-0.09,持有,43,9.85,78.91
sz.300740,水羊股份,16.33,-1.92,持有,23,-8.72,-10.21
sz.300739,明阳电路,15.53,0.32,观望,0,0.0,0.0
sz.300746,汉嘉设计,15.98,2.24,持有,23,5.97,-30.57
sz.300745,欣锐科技,19.08,-1.34,持有,16,4.49,-23.74
sz.300748,金力永磁,22.99,-3.12,持有,16,2.68,-1.41
sz.300741,华宝股份,18.62,-1.27,持有,19,0.81,32.56
sz.300743,天地数码,19.52,-1.41,持有,16,-1.66,44.64
sz.300747,锐科激光,24.27,-1.02,观望,0,0.0,0.0
sz.300750,宁德时代,270.8,2.84,观望,0,0.0,0.0
sz.300749,顶固集创,8.74,-1.02,观望,0,0.0,0.0
sz.300751,迈为股份,72.31,-0.9,观望,0,0.0,0.0
sz.300757,罗博特科,136.51,-2.43,观望,0,0.0,0.0
sz.300752,隆利科技,21.31,-3.36,持有,2,-2.47,28.35
sz.300755,华致酒行,18.35,0.11,持有,41,-12.74,46.46
sz.300753,爱朋医疗,31.1,-3.24,持有,1,-3.24,103.28
sz.300756,金马游乐,26.34,-0.6,持有,26,-0.53,127.23
sz.300758,七彩化学,14.65,-2.2,卖出,47,-7.45,108.27
sz.300762,上海瀚讯,22.42,-1.92,观望,0,0.0,0.0
sz.300759,康龙化成,25.0,0.56,观望,0,0.0,0.0
sz.300766,每日互动,34.27,-1.61,观望,0,0.0,0.0
sz.300765,新诺威,50.49,0.3,持有,21,-9.82,90.92
sz.300760,迈瑞医疗,214.48,-1.31,持有,19,-5.62,-14.45
sz.300761,立华股份,19.1,2.03,持有,15,1.65,-25.74
sz.300763,锦浪科技,63.04,2.59,观望,0,0.0,0.0
sz.300768,迪普科技,16.98,0.0,持有,2,1.98,21.1
sz.300767,震安科技,12.96,-1.89,观望,0,0.0,0.0
sz.300769,德方纳米,32.0,-2.08,持有,2,0.57,-73.09
sz.300772,运达股份,12.93,-2.34,持有,2,2.29,17.69
sz.300771,智莱科技,12.45,-0.4,持有,30,-2.66,-28.32
sz.300773,拉卡拉,30.39,-2.06,持有,6,5.26,115.86
sz.300770,新媒股份,41.15,0.73,持有,21,2.64,52.87
sz.300774,倍杰特,8.87,-0.56,观望,0,0.0,0.0
sz.300775,三角防务,25.92,-0.96,观望,0,0.0,0.0
sz.300784,利安科技,53.18,-0.39,持有,392,-41.23,-41.23
sz.300778,新城市,17.86,20.03,观望,0,0.0,0.0
sz.300776,帝尔激光,57.53,-1.02,持有,89,0.88,3.9
sz.300780,德恩精工,15.9,-0.5,观望,0,0.0,0.0
sz.300777,中简科技,36.22,-0.47,观望,0,0.0,0.0
sz.300782,卓胜微,70.85,-0.63,观望,0,0.0,0.0
sz.300781,因赛集团,54.18,3.59,持有,21,0.69,27.6
sz.300779,惠城环保,236.43,12.08,持有,117,73.59,228.99
sz.300783,三只松鼠,26.19,-1.02,持有,2,0.19,72.03
sz.300785,值得买,31.49,1.71,观望,0,0.0,0.0
sz.300786,国林科技,14.82,-1.66,观望,0,0.0,0.0
sz.300787,海能实业,13.3,-0.89,观望,0,0.0,0.0
sz.300790,宇瞳光学,20.77,3.85,持有,1,3.85,90.75
sz.300788,中信出版,32.02,1.36,持有,140,-8.01,163.41
sz.300793,佳禾智能,17.15,-1.55,持有,1,-1.55,12.29
sz.300789,唐源电气,26.26,-0.49,持有,58,-2.81,60.89
sz.300792,壹网壹创,24.7,0.98,持有,16,1.81,125.88
sz.300797,钢研纳克,14.09,-1.54,观望,0,0.0,0.0
sz.300796,贝斯美,10.56,-1.49,持有,16,2.42,-12.27
sz.300798,锦鸡股份,9.28,-2.01,持有,6,-4.92,32.19
sz.300791,仙乐健康,23.21,0.65,持有,16,-4.99,34.04
sz.300795,米奥会展,15.74,2.81,观望,0,0.0,0.0
sz.300800,力合科技,11.46,0.97,观望,0,0.0,0.0
sz.300801,泰和科技,23.6,-2.48,观望,0,0.0,0.0
sz.300803,指南针,78.8,-2.84,观望,0,0.0,0.0
sz.300802,矩子科技,18.96,0.21,持有,111,-2.92,28.92
sz.300805,电声股份,11.24,-1.06,观望,0,0.0,0.0
sz.300806,斯迪克,16.53,0.43,持有,2,6.37,-13.19
sz.300804,广康生化,47.88,-4.05,持有,8,-9.9,36.69
sz.300807,天迈科技,39.48,-1.25,持有,36,-6.36,170.82
sz.300809,华辰装备,34.43,-0.95,观望,0,0.0,0.0
sz.300810,中科海讯,45.03,-4.01,观望,0,0.0,0.0
sz.300811,铂科新材,45.87,-0.93,观望,0,0.0,0.0
sz.300815,玉禾田,20.13,0.7,持有,28,-1.47,18.5
sz.300813,泰林生物,20.96,-0.66,持有,252,2.04,14.09
sz.300817,双飞集团,22.3,-0.89,观望,0,0.0,0.0
sz.300812,易天股份,22.57,-0.66,持有,2,-0.35,133.91
sz.300816,艾可蓝,31.93,-0.84,持有,15,-4.94,128.47
sz.300814,中富电路,34.01,-1.85,持有,6,1.46,118.93
sz.300821,东岳硅材,10.16,1.2,观望,0,0.0,0.0
sz.300818,耐普矿机,21.54,-0.92,观望,0,0.0,0.0
sz.300819,聚杰微纤,25.36,-1.09,观望,0,0.0,0.0
sz.300808,久量股份,28.33,-2.04,持有,238,10.71,31.39
sz.300820,英杰电气,48.42,0.12,持有,30,0.25,-29.61
sz.300823,建科智能,14.98,-0.13,持有,127,-0.99,41.99
sz.300824,北鼎股份,12.18,-0.9,卖出,23,-2.4,79.21
sz.300825,阿尔特,10.57,-0.38,观望,0,0.0,0.0
sz.300822,贝仕达克,18.86,-0.68,持有,44,-5.37,182.21
sz.300826,测绘股份,18.04,2.97,持有,98,13.53,120.44
sz.300827,上能电气,23.9,-1.12,持有,2,4.64,60.59
sz.300830,金现代,9.13,0.88,持有,2,1.56,-23.9
sz.300831,派瑞股份,14.72,-0.47,观望,0,0.0,0.0
sz.300828,锐新科技,17.26,-0.52,观望,0,0.0,0.0
sz.300834,星辉环材,22.47,-0.97,持有,16,-0.71,11.19
sz.300829,金丹科技,17.34,-1.08,持有,16,0.06,17.02
sz.300835,龙磁科技,46.5,0.09,持有,16,17.75,78.87
sz.300833,浩洋股份,35.85,5.81,持有,201,-23.54,-67.41
sz.300832,新产业,55.57,0.94,持有,21,-4.89,29.21
sz.300836,佰奥智能,42.38,-2.01,持有,408,16.69,114.12
sz.300837,浙矿股份,24.07,-0.21,持有,982,-47.53,-47.53
sz.300839,博汇股份,10.38,0.0,持有,20,1.96,-3.69
sz.300840,酷特智能,21.3,1.57,观望,0,0.0,0.0
sz.300838,浙江力诺,14.83,0.2,持有,127,-3.7,11.69
sz.300842,帝科股份,45.6,-1.3,观望,0,0.0,0.0
sz.300841,康华生物,62.96,-1.89,持有,258,-0.57,1.77
sz.300843,胜蓝股份,31.6,-0.32,观望,0,0.0,0.0
sz.300847,中船汉光,20.74,-5.51,观望,0,0.0,0.0
sz.300844,山水比德,43.9,2.19,持有,79,-7.13,100.44
sz.300850,新强联,37.07,-1.09,观望,0,0.0,0.0
sz.300845,捷安高科,11.07,0.0,观望,0,0.0,0.0
sz.300846,首都在线,19.5,0.93,观望,0,0.0,0.0
sz.300848,美瑞新材,16.89,-1.46,持有,33,-4.52,-7.93
sz.300849,锦盛新材,12.83,-0.93,持有,16,-22.8,15.91
sz.300853,申昊科技,23.06,-1.33,观望,0,0.0,0.0
sz.300851,交大思诺,28.29,0.75,持有,336,9.1,5.1
sz.300855,图南股份,22.69,-2.78,观望,0,0.0,0.0
sz.300852,四会富仕,32.95,-0.54,持有,133,-10.53,-11.59
sz.300857,协创数据,82.83,-1.92,观望,0,0.0,0.0
sz.300856,科思股份,15.35,-0.78,持有,35,-1.79,-68.07
sz.300854,中兰环保,17.65,-1.01,持有,23,-4.54,32.82
sz.300859,西域旅游,37.37,-1.06,持有,16,-4.45,56.83
sz.300863,卡倍亿,36.25,-1.79,观望,0,0.0,0.0
sz.300858,科拓生物,17.97,-2.76,观望,0,0.0,0.0
sz.300861,美畅股份,14.41,-0.55,持有,1,-0.55,-57.83
sz.300860,锋尚文化,33.5,19.99,持有,16,29.09,0.84
sz.300862,蓝盾光电,24.57,-1.25,持有,34,-12.22,31.71
sz.300865,大宏立,29.04,-0.79,持有,19,1.75,8.12
sz.300866,安克创新,119.53,0.36,持有,22,10.98,69.41
sz.300864,南大环境,20.66,1.92,持有,672,-12.42,25.16
sz.300868,杰美特,31.71,-0.84,持有,6,-2.04,107.5
sz.300867,圣元环保,18.85,-1.21,持有,12,-1.67,6.99
sz.300872,天阳科技,25.86,-4.4,卖出,9,12.14,29.95
sz.300869,康泰医学,14.82,-0.2,持有,30,2.99,-10.99
sz.300870,欧陆通,120.07,-2.1,观望,0,0.0,0.0
sz.300871,回盛生物,20.68,-1.94,观望,0,0.0,0.0
sz.300873,海晨股份,20.09,-0.84,持有,44,0.45,-5.05
sz.300875,捷强装备,47.0,6.05,持有,5,2.93,-4.1
sz.300879,大叶股份,43.71,5.0,观望,0,0.0,0.0
sz.300880,迦南智能,21.19,-0.52,持有,16,7.24,115.72
sz.300878,维康药业,16.71,-0.36,持有,92,13.83,28.53
sz.300876,蒙泰高新,25.3,0.48,持有,183,-8.1,26.11
sz.300883,龙利得,6.49,-1.37,观望,0,0.0,0.0
sz.300877,金春股份,16.44,-0.06,持有,44,3.85,17.3
sz.300884,狄耐克,13.07,-1.28,观望,0,0.0,0.0
sz.300882,万胜智能,16.9,-0.06,观望,0,0.0,0.0
sz.300881,盛德鑫泰,35.02,-3.18,观望,0,0.0,0.0
sz.300885,海昌新材,13.7,0.88,观望,0,0.0,0.0
sz.300887,谱尼测试,8.76,0.46,持有,1,0.46,-48.21
sz.300886,华业香料,29.51,0.0,持有,16,-2.99,-4.5
sz.300889,爱克股份,13.49,0.0,观望,0,0.0,0.0
sz.300890,翔丰华,30.4,-1.9,持有,2,-1.71,-28.25
sz.300888,稳健医疗,39.91,-0.13,持有,29,-20.92,-11.48
sz.300891,惠云钛业,9.4,-1.05,持有,2,-0.21,22.03
sz.300892,品渥食品,33.76,-1.2,持有,23,-2.99,115.4
sz.300894,火星人,12.89,-0.54,观望,0,0.0,0.0
sz.300895,铜牛信息,44.71,-0.64,卖出,2,3.4,131.75
sz.300900,广联航空,22.58,-1.35,持有,1,-1.35,-38.8
sz.300897,山科智能,25.36,-1.44,观望,0,0.0,0.0
sz.300893,松原安全,23.86,-1.0,持有,266,-18.84,-0.85
sz.300898,熊猫乳品,26.88,-1.32,观望,0,0.0,0.0
sz.300901,中胤时尚,16.48,0.73,持有,2,0.12,7.06
sz.300904,威力传动,53.11,-0.19,持有,217,-14.32,-6.59
sz.300899,*ST凯鑫,23.03,-0.39,持有,232,-2.87,91.07
sz.300903,科翔股份,11.1,-0.8,持有,1,-0.8,16.1
sz.300896,爱美客,171.35,-1.47,持有,106,-9.22,-63.14
sz.300905,宝丽迪,30.4,-0.91,持有,19,-1.68,22.81
sz.300902,国安达,19.61,1.87,持有,23,8.94,-8.43
sz.300907,康平科技,26.76,-0.3,持有,16,5.11,49.27
sz.300906,日月明,28.61,-1.51,持有,202,11.19,24.95
sz.300909,汇创达,26.4,-0.34,持有,106,-3.51,9.16
sz.300908,仲景食品,29.53,-0.74,持有,202,-9.67,8.2
sz.300913,兆龙互连,49.06,1.62,持有,12,4.34,40.43
sz.300917,特发服务,44.85,-0.8,观望,0,0.0,0.0
sz.300912,凯龙高科,15.14,-0.46,持有,205,9.24,-4.13
sz.300910,瑞丰新材,58.88,1.53,持有,71,-2.85,-23.59
sz.300911,亿田智能,43.05,-0.25,持有,44,-12.66,30.46
sz.300919,中伟股份,33.06,-0.57,观望,0,0.0,0.0
sz.300916,朗特智能,28.55,-1.21,持有,128,-10.42,-6.9
sz.300921,南凌科技,27.02,1.39,持有,22,18.4,83.68
sz.300915,海融科技,28.76,-0.14,观望,0,0.0,0.0
sz.300918,南山智尚,17.91,-1.32,持有,50,-20.54,55.7
sz.300920,润阳科技,46.02,-0.75,持有,19,-3.12,74.28
sz.300922,天秦装备,26.64,0.87,持有,2,2.94,85.79
sz.300925,法本信息,25.74,-2.87,观望,0,0.0,0.0
sz.300923,研奥股份,25.44,-0.27,持有,48,5.08,30.17
sz.300926,博俊科技,26.35,-0.3,观望,0,0.0,0.0
sz.300927,江天化学,27.66,-1.0,持有,36,-13.05,90.15
sz.300933,中辰股份,7.74,-0.26,观望,0,0.0,0.0
sz.300931,通用电梯,7.82,0.13,持有,36,12.36,36.26
sz.300928,华安鑫创,34.11,-0.61,持有,247,-7.64,33.23
sz.300932,三友联众,12.0,0.17,观望,0,0.0,0.0
sz.300929,华骐环保,10.75,-0.46,持有,232,12.21,-11.99
sz.300930,屹通新材,34.6,2.0,观望,0,0.0,0.0
sz.300935,盈建科,25.0,1.83,持有,257,16.01,82.49
sz.300936,中英科技,44.05,0.32,持有,105,8.39,91.75
sz.300937,药易购,28.97,1.15,持有,128,2.44,52.77
sz.300940,南极光,24.7,0.9,持有,7,2.4,32.64
sz.300939,秋田微,32.15,5.79,持有,191,-8.4,61.28
sz.300938,信测标准,23.16,3.62,观望,0,0.0,0.0
sz.300942,易瑞生物,9.69,-0.92,卖出,23,4.19,-10.61
sz.300941,创识科技,29.84,-1.84,持有,5,2.51,137.33
sz.300945,曼卡龙,21.19,-0.7,持有,16,-4.33,62.82
sz.300943,春晖智控,14.97,-3.23,持有,16,1.15,73.6
sz.300947,德必集团,24.76,-4.7,观望,0,0.0,0.0
sz.300948,冠中生态,11.21,0.81,持有,216,-0.71,22.9
sz.300946,恒而达,48.28,1.71,持有,36,-29.31,245.73
sz.300950,德固特,22.27,0.0,观望,0,0.0,0.0
sz.300949,奥雅股份,46.04,3.53,持有,16,17.3,127.72
sz.300952,恒辉安防,27.4,0.4,持有,27,-7.4,28.28
sz.300953,震裕科技,92.72,-1.75,持有,50,-37.39,21.19
sz.300951,博硕科技,32.82,-0.27,持有,2,-0.33,13.81
sz.300956,英力股份,16.19,-1.1,观望,0,0.0,0.0
sz.300957,贝泰妮,44.34,0.29,持有,16,2.78,-112.84
sz.300955,嘉亨家化,19.18,-1.54,持有,36,4.87,-10.0
sz.300958,建工修复,13.34,0.76,持有,13,3.09,19.3
sz.300959,线上线下,43.33,-1.14,持有,139,-5.02,101.48
sz.300960,通业科技,25.23,-1.06,观望,0,0.0,0.0
sz.300961,深水海纳,18.9,-3.18,观望,0,0.0,0.0
sz.300962,中金辐照,17.74,2.48,持有,12,1.95,72.25
sz.300965,恒宇信通,56.8,-1.27,观望,0,0.0,0.0
sz.300963,中洲特材,24.59,-4.21,卖出,33,-20.37,33.82
sz.300964,本川智能,42.73,-0.33,观望,0,0.0,0.0
sz.300966,共同药业,19.0,0.64,持有,16,6.5,30.34
sz.300968,格林精密,14.35,-0.97,观望,0,0.0,0.0
sz.300967,晓鸣股份,19.74,2.6,观望,0,0.0,0.0
sz.300971,博亚精工,22.77,-3.6,观望,0,0.0,0.0
sz.300969,恒帅股份,64.0,-1.49,观望,0,0.0,0.0
sz.300970,华绿生物,14.87,-1.0,持有,36,4.72,55.94
sz.300975,商络电子,11.87,-2.06,持有,2,1.8,44.52
sz.300972,万辰集团,168.01,2.05,持有,55,7.54,219.42
sz.300973,立高食品,49.33,2.07,持有,75,25.04,-2.5
sz.300978,东箭科技,11.2,-0.53,观望,0,0.0,0.0
sz.300977,深圳瑞捷,19.21,2.73,持有,224,-1.59,120.01
sz.300976,达瑞电子,49.36,0.0,持有,335,10.77,0.75
sz.300981,中红医疗,12.37,0.73,持有,27,-4.99,-43.87
sz.300979,华利集团,53.41,-0.61,观望,0,0.0,0.0
sz.300982,苏文电能,23.69,3.95,持有,27,35.29,1.2
sz.300983,尤安设计,19.88,1.22,持有,700,-39.83,-39.83
sz.300980,祥源新材,22.51,-1.49,持有,16,2.79,-9.78
sz.300985,致远新能,18.05,1.52,持有,2,2.62,29.73
sz.300984,金沃股份,52.97,1.2,持有,117,-25.28,56.98
sz.300989,蕾奥规划,17.74,2.07,观望,0,0.0,0.0
sz.300987,川网传媒,20.54,5.55,持有,13,6.2,106.47
sz.300988,津荣天宇,20.58,-1.06,持有,6,-0.82,-28.07
sz.300986,志特新材,13.22,1.23,观望,0,0.0,0.0
sz.300990,同飞股份,49.98,-1.44,持有,44,10.89,-54.58
sz.300991,创益通,33.83,8.12,观望,0,0.0,0.0
sz.300994,久祺股份,16.02,-0.5,观望,0,0.0,0.0
sz.300992,泰福泵业,25.18,-0.71,持有,190,-6.04,10.51
sz.300993,玉马科技,15.17,-3.13,观望,0,0.0,0.0
sz.300995,奇德新材,43.7,-1.02,观望,0,0.0,0.0
sz.300999,金龙鱼,29.52,-0.4,观望,0,0.0,0.0
sz.300997,欢乐家,17.46,3.01,持有,2,3.8,143.99
sz.300996,普联软件,15.9,2.32,观望,0,0.0,0.0
sz.301000,肇民科技,43.43,-1.34,持有,1,-1.34,178.73
sz.300998,宁波方正,24.99,-4.25,观望,0,0.0,0.0
sz.301001,凯淳股份,31.66,1.02,持有,36,3.53,146.92
sz.301002,崧盛股份,22.83,2.19,观望,0,0.0,0.0
sz.301004,嘉益股份,73.95,2.84,持有,527,26.82,122.17
